Class,TP,FP,FN,TN,Precision,Recall,F1
Cavity,4,18,8,43,0.18181818181818182,0.3333333333333333,0.23529411764705882
Fillings,11,1,46,15,0.9166666666666666,0.19298245614035087,0.3188405797101449
Impacted Tooth,0,2,17,54,0.0,0.0,0.0
Implant,11,3,20,39,0.7857142857142857,0.3548387096774194,0.4888888888888889
