Class,TP,FP,FN,TN,Precision,Recall,F1
Permanent teeth,28,193,3,2,0.12669683257918551,0.9032258064516129,0.2222222222222222
Primary teeth,8,0,205,13,1.0,0.03755868544600939,0.07239819004524888
