Class,Precision,Recall,F1,Support
Dental Caries,0.3443396226415094,0.73,0.46794871794871795,100.0
Gingivitis,0.9661016949152542,0.57,0.7169811320754716,100.0
Class III Malocclusion,0.8727272727272727,0.96,0.9142857142857143,100.0
Pulpitis,0.8108108108108109,0.3,0.43795620437956206,100.0
Tooth Loss,0.7181818181818181,0.79,0.7523809523809524,100.0
Tooth Structure Loss,0.2916666666666667,0.21,0.2441860465116279,100.0
