Class,TP,FP,FN,TN,Precision,Recall,F1
C1,0,0,7,68,0.0,0.0,0.0
C2,0,0,9,66,0.0,0.0,0.0
C3,0,0,4,71,0.0,0.0,0.0
C4,0,0,8,67,0.0,0.0,0.0
C5,0,0,11,64,0.0,0.0,0.0
C6,0,0,14,61,0.0,0.0,0.0
C7,0,0,12,63,0.0,0.0,0.0
C8,0,0,7,68,0.0,0.0,0.0
C9,0,0,1,74,0.0,0.0,0.0
C10,0,0,1,74,0.0,0.0,0.0
C11,0,0,3,72,0.0,0.0,0.0
C12,0,0,1,74,0.0,0.0,0.0
C13,0,0,8,67,0.0,0.0,0.0
C14,0,0,22,53,0.0,0.0,0.0
C15,0,0,8,67,0.0,0.0,0.0
C16,0,0,0,75,0.0,0.0,0.0
C17,0,0,0,75,0.0,0.0,0.0
C18,0,0,1,74,0.0,0.0,0.0
