Class,Precision,Recall,F1,Support
Dental Caries,0.0,0.0,0.0,5.0
Gingivitis,0.0,0.0,0.0,0.0
Class III Malocclusion,0.0,0.0,0.0,1.0
Pulpitis,0.0,0.0,0.0,1.0
Tooth Loss,0.0,0.0,0.0,7.0
Tooth Structure Loss,0.0,0.0,0.0,14.0
