Class,TP,FP,FN,TN,Precision,Recall,F1
Permanent teeth,31,195,0,0,0.13716814159292035,1.0,0.24124513618677043
Primary teeth,5,1,208,12,0.8333333333333334,0.023474178403755867,0.045662100456621
