,precision,recall,f1-score,support
Grade_1,0.5714285714285714,0.15384615384615385,0.24242424242424243,26.0
Grade_2,0.5833333333333334,0.9166666666666666,0.7129629629629629,84.0
Grade_3,0.4,0.10256410256410256,0.16326530612244897,39.0
accuracy,0.5704697986577181,0.5704697986577181,0.5704697986577181,0.5704697986577181
macro avg,0.5182539682539682,0.391025641025641,0.37288417050321815,149.0
weighted avg,0.5332694151486098,0.5704697986577181,0.48697494047446105,149.0
