Class,TP,FP,FN,TN,Precision,Recall,F1
Cavity,0,0,12,61,0.0,0.0,0.0
Fillings,0,0,57,16,0.0,0.0,0.0
Impacted Tooth,0,0,17,56,0.0,0.0,0.0
Implant,0,0,31,42,0.0,0.0,0.0
