Class,TP,FP,FN,TN,Precision,Recall,F1
Cavity,11,47,1,14,0.1896551724137931,0.9166666666666666,0.3142857142857143
Fillings,57,16,0,0,0.7808219178082192,1.0,0.8769230769230769
Impacted Tooth,7,15,10,41,0.3181818181818182,0.4117647058823529,0.358974358974359
Implant,16,9,15,33,0.64,0.5161290322580645,0.5714285714285714
