CVM-S1,CVM-S2,CVM-S3,CVM-S4,CVM-S5,CVM-S6
0,0,4,0,0,0
0,0,4,0,0,0
0,0,5,0,1,0
0,0,31,0,1,0
0,0,58,0,1,0
0,0,21,0,0,0
