CVM-S1,CVM-S2,CVM-S3,CVM-S4,CVM-S5,CVM-S6
0,0,0,2,2,0
0,0,0,3,1,0
0,0,0,2,4,0
0,0,0,19,13,0
0,0,0,33,26,0
0,0,0,16,5,0
