CVM-S1,CVM-S2,CVM-S3,CVM-S4,CVM-S5,CVM-S6,UNMAPPED
0,0,0,4,0,0,0
0,0,0,4,0,0,0
0,0,0,5,0,0,1
0,0,0,30,0,0,2
0,0,0,55,0,0,4
0,0,0,21,0,0,0
0,0,0,0,0,0,0
