,precision,recall,f1-score,support
Grade_1,0.0,0.0,0.0,26.0
Grade_2,0.4666666666666667,0.08333333333333333,0.1414141414141414,84.0
Grade_3,0.2462686567164179,0.8461538461538461,0.3815028901734104,39.0
accuracy,0.2684563758389262,0.2684563758389262,0.2684563758389262,0.2684563758389262
macro avg,0.23764510779436154,0.30982905982905984,0.17430567719585058,149.0
weighted avg,0.3275468296103376,0.2684563758389262,0.1795798697687979,149.0
