Class,TP,FP,FN,TN,Precision,Recall,F1
Cavity,0,0,12,61,0.0,0.0,0.0
Fillings,52,4,5,12,0.9285714285714286,0.9122807017543859,0.9203539823008849
Impacted Tooth,8,8,9,48,0.5,0.47058823529411764,0.48484848484848486
Implant,29,3,2,39,0.90625,0.9354838709677419,0.9206349206349206
