CVM-S1,CVM-S2,CVM-S3,CVM-S4,CVM-S5,CVM-S6
0,0,0,4,0,0
0,0,0,4,0,0
0,0,0,6,0,0
0,0,0,32,0,0
0,0,0,59,0,0
0,0,0,21,0,0
