Class,Precision,Recall,F1,Support
Dental Caries,0.6428571428571429,0.09,0.15789473684210525,100.0
Gingivitis,0.14221218961625282,0.6428571428571429,0.23290203327171904,98.0
Class III Malocclusion,1.0,0.020833333333333332,0.04081632653061224,96.0
Pulpitis,0.0,0.0,0.0,100.0
Tooth Loss,0.6805555555555556,0.494949494949495,0.5730994152046783,99.0
Tooth Structure Loss,0.0,0.0,0.0,100.0
