,precision,recall,f1-score,support
Grade_1,0.2032520325203252,0.9615384615384616,0.33557046979865773,26.0
Grade_2,0.5,0.15476190476190477,0.23636363636363636,84.0
Grade_3,0.0,0.0,0.0,39.0
accuracy,0.2550335570469799,0.2550335570469799,0.2550335570469799,0.2550335570469799
macro avg,0.23441734417344173,0.3721001221001221,0.19064470205409803,149.0
weighted avg,0.3173459922518688,0.2550335570469799,0.19180790382087623,149.0
