Class,TP,FP,FN,TN,Precision,Recall,F1
Permanent teeth,28,189,2,5,0.12903225806451613,0.9333333333333333,0.22672064777327935
Primary teeth,11,3,200,10,0.7857142857142857,0.052132701421800945,0.09777777777777778
