Class,Precision,Recall,F1,Support
Dental Caries,0.1746641074856046,0.91,0.29307568438003223,100.0
Gingivitis,0.0,0.0,0.0,100.0
Class III Malocclusion,0.5,0.06060606060606061,0.10810810810810811,99.0
Pulpitis,0.5,0.02,0.038461538461538464,100.0
Tooth Loss,0.3076923076923077,0.16,0.21052631578947367,100.0
Tooth Structure Loss,0.0,0.0,0.0,100.0
