,precision,recall,f1-score,support
Grade_1,0.2878787878787879,0.7307692307692307,0.41304347826086957,26.0
Grade_2,0.6956521739130435,0.19047619047619047,0.29906542056074764,84.0
Grade_3,0.3333333333333333,0.5128205128205128,0.40404040404040403,39.0
accuracy,0.3691275167785235,0.3691275167785235,0.3691275167785235,0.3691275167785235
macro avg,0.43895476504172154,0.47802197802197793,0.37204976762067377,149.0
weighted avg,0.5296619536479472,0.3691275167785235,0.34643088268094746,149.0
