,precision,recall,f1-score,support
Grade_1,0.0,0.0,0.0,26.0
Grade_2,0.5637583892617449,1.0,0.721030042918455,84.0
Grade_3,0.0,0.0,0.0,39.0
accuracy,0.5637583892617449,0.5637583892617449,0.5637583892617449,0.5637583892617449
macro avg,0.1879194630872483,0.3333333333333333,0.24034334763948498,149.0
weighted avg,0.31782352146299714,0.5637583892617449,0.406486735605035,149.0
