Class,Precision,Recall,F1,Support
Dental Caries,0.9038461538461539,0.47,0.618421052631579,100.0
Gingivitis,0.8849557522123894,1.0,0.9389671361502347,100.0
Class III Malocclusion,0.9333333333333333,0.98989898989899,0.9607843137254902,99.0
Pulpitis,0.6982758620689655,0.81,0.75,100.0
Tooth Loss,0.9850746268656716,0.66,0.7904191616766467,100.0
Tooth Structure Loss,0.589041095890411,0.86,0.6991869918699187,100.0
