Class,Precision,Recall,F1,Support
Dental Caries,0.37037037037037035,0.2,0.2597402597402597,100.0
Gingivitis,0.49586776859504134,0.6,0.5429864253393665,100.0
Class III Malocclusion,0.8290598290598291,0.97,0.8940092165898618,100.0
Pulpitis,0.6774193548387096,0.42,0.5185185185185185,100.0
Tooth Loss,0.46195652173913043,0.85,0.5985915492957746,100.0
Tooth Structure Loss,0.03225806451612903,0.02,0.024691358024691357,100.0
