Class,Precision,Recall,F1,Support
CVM-S1,0.0,0.0,0.0,4.0
CVM-S2,0.05714285714285714,1.0,0.10810810810810811,4.0
CVM-S3,0.0,0.0,0.0,6.0
CVM-S4,0.0,0.0,0.0,32.0
CVM-S5,0.5357142857142857,0.5084745762711864,0.5217391304347826,59.0
CVM-S6,0.0,0.0,0.0,21.0
