Class,TP,FP,FN,TN,Precision,Recall,F1
Cavity,0,0,12,61,0.0,0.0,0.0
Fillings,57,13,0,3,0.8142857142857143,1.0,0.8976377952755905
Impacted Tooth,2,0,15,56,1.0,0.11764705882352941,0.21052631578947367
Implant,27,6,4,36,0.8181818181818182,0.8709677419354839,0.84375
