,precision,recall,f1-score,support
Grade_1,0.5,0.038461538461538464,0.07142857142857142,26.0
Grade_2,0.5714285714285714,1.0,0.7272727272727273,84.0
Grade_3,0.0,0.0,0.0,39.0
accuracy,0.5704697986577181,0.5704697986577181,0.5704697986577181,0.5704697986577181
macro avg,0.35714285714285715,0.3461538461538462,0.2662337662337662,149.0
weighted avg,0.40939597315436244,0.5704697986577181,0.42247014730236204,149.0
