Class,Precision,Recall,F1,Support
Dental Caries,0.38461538461538464,0.15,0.2158273381294964,100.0
Gingivitis,0.5256410256410257,0.41,0.4606741573033708,100.0
Class III Malocclusion,0.6785714285714286,0.19,0.296875,100.0
Pulpitis,0.20722891566265061,0.86,0.3339805825242718,100.0
Tooth Loss,0.5135135135135135,0.19,0.2773722627737226,100.0
Tooth Structure Loss,0.0,0.0,0.0,100.0
