CVM-S1,CVM-S2,CVM-S3,CVM-S4,CVM-S5,CVM-S6
0,0,0,3,0,1
0,0,0,4,0,0
0,0,0,5,0,1
0,0,0,30,0,2
0,0,0,55,0,4
0,0,0,18,0,3
