,precision,recall,f1-score,support
Grade_1,0.26136363636363635,0.8846153846153846,0.40350877192982454,26.0
Grade_2,0.6274509803921569,0.38095238095238093,0.4740740740740741,84.0
Grade_3,0.2,0.05128205128205128,0.08163265306122448,39.0
accuracy,0.3825503355704698,0.3825503355704698,0.3825503355704698,0.3825503355704698
macro avg,0.3629382055852644,0.43894993894993894,0.31973849968837437,149.0
weighted avg,0.4516868248214478,0.3825503355704698,0.35904109907238535,149.0
