CVM-S1,CVM-S2,CVM-S3,CVM-S4,CVM-S5,CVM-S6,UNMAPPED
0,0,0,4,0,0,0
0,0,0,3,0,0,0
0,0,0,4,0,2,0
0,0,0,22,0,6,0
0,0,0,36,0,11,3
0,0,0,16,0,3,0
0,0,0,0,0,0,0
