Class,Precision,Recall,F1,Support
CVM-S1,0.04054054054054054,0.75,0.07692307692307693,4.0
CVM-S2,0.0,0.0,0.0,4.0
CVM-S3,0.06976744186046512,0.5,0.12244897959183673,6.0
CVM-S4,0.0,0.0,0.0,32.0
CVM-S5,0.0,0.0,0.0,59.0
CVM-S6,0.0,0.0,0.0,21.0
