CVM-S1,CVM-S2,CVM-S3,CVM-S4,CVM-S5,CVM-S6
0,0,0,0,3,0
0,0,0,0,3,0
0,0,0,0,5,0
0,0,0,0,28,0
0,0,0,0,50,0
0,0,0,0,18,0
