Class,Precision,Recall,F1,Support
CVM-S1,0.0,0.0,0.0,3.0
CVM-S2,0.0,0.0,0.0,3.0
CVM-S3,0.0,0.0,0.0,5.0
CVM-S4,0.0,0.0,0.0,28.0
CVM-S5,0.4672897196261682,1.0,0.6369426751592356,50.0
CVM-S6,0.0,0.0,0.0,18.0
