Class,Precision,Recall,F1,Support
Dental Caries,0.34,0.68,0.4533333333333333,100.0
Gingivitis,0.5058823529411764,0.86,0.6370370370370371,100.0
Class III Malocclusion,0.7777777777777778,0.77,0.7738693467336684,100.0
Pulpitis,0.8620689655172413,0.25,0.3875968992248062,100.0
Tooth Loss,0.8266666666666667,0.62,0.7085714285714285,100.0
Tooth Structure Loss,0.18518518518518517,0.05,0.07874015748031496,100.0
