,precision,recall,f1-score,support
Grade_1,0.7142857142857143,0.19230769230769232,0.30303030303030304,26.0
Grade_2,0.5735294117647058,0.9285714285714286,0.7090909090909091,84.0
Grade_3,0.3333333333333333,0.05128205128205128,0.08888888888888889,39.0
accuracy,0.5704697986577181,0.5704697986577181,0.5704697986577181,0.5704697986577181
macro avg,0.5403828197945845,0.3907203907203907,0.367003367003367,149.0
weighted avg,0.5352207997292876,0.5704697986577181,0.4758999389871873,149.0
