Class,Precision,Recall,F1,Support
Dental Caries,0.25914634146341464,0.85,0.397196261682243,100.0
Gingivitis,0.4166666666666667,0.65,0.5078125,100.0
Class III Malocclusion,0.9,0.27,0.4153846153846154,100.0
Pulpitis,1.0,0.13,0.23008849557522124,100.0
Tooth Loss,0.9032258064516129,0.56,0.691358024691358,100.0
Tooth Structure Loss,0.18181818181818182,0.02,0.036036036036036036,100.0
