Dental Caries,Gingivitis,Class III Malocclusion,Pulpitis,Tooth Loss,Tooth Structure Loss
85,11,0,0,2,2
35,65,0,0,0,0
20,53,27,0,0,0
82,2,0,13,2,1
29,6,3,0,56,6
77,19,0,0,2,2
