Class,Precision,Recall,F1,Support
CVM-S1,0.06666666666666667,0.5,0.11764705882352941,2.0
CVM-S2,0.0,0.0,0.0,3.0
CVM-S3,0.0,0.0,0.0,0.0
CVM-S4,0.0,0.0,0.0,4.0
CVM-S5,1.0,0.21428571428571427,0.35294117647058826,14.0
CVM-S6,0.0,0.0,0.0,2.0
