Class,Precision,Recall,F1,Support
CVM-S1,0.0,0.0,0.0,2.0
CVM-S2,0.0,0.0,0.0,3.0
CVM-S3,0.0,0.0,0.0,0.0
CVM-S4,0.2222222222222222,0.8,0.34782608695652173,5.0
CVM-S5,0.6666666666666666,0.1111111111111111,0.19047619047619047,18.0
CVM-S6,0.0,0.0,0.0,3.0
