,precision,recall,f1-score,support
Grade_1,0.30666666666666664,0.8846153846153846,0.45544554455445546,26.0
Grade_2,0.6557377049180327,0.47619047619047616,0.5517241379310345,84.0
Grade_3,0.23076923076923078,0.07692307692307693,0.11538461538461539,39.0
accuracy,0.4429530201342282,0.4429530201342282,0.4429530201342282,0.4429530201342282
macro avg,0.3977245341179767,0.47924297924297926,0.37418476595670175,149.0
weighted avg,0.4835926211171012,0.4429530201342282,0.42071417278270296,149.0
