Class,Precision,Recall,F1,Support
Dental Caries,0.9473684210526315,0.4186046511627907,0.5806451612903226,86.0
Gingivitis,0.900990099009901,1.0,0.9479166666666666,91.0
Class III Malocclusion,0.5,1.0,0.6666666666666666,3.0
Pulpitis,0.77,0.8105263157894737,0.7897435897435897,95.0
Tooth Loss,0.9565217391304348,0.75,0.8407643312101911,88.0
Tooth Structure Loss,0.6027397260273972,0.9072164948453608,0.7242798353909465,97.0
