Class,TP,FP,FN,TN,Precision,Recall,F1
Cavity,10,38,2,23,0.20833333333333334,0.8333333333333334,0.3333333333333333
Fillings,5,0,52,16,1.0,0.08771929824561403,0.16129032258064516
Impacted Tooth,0,0,17,56,0.0,0.0,0.0
Implant,10,0,21,42,1.0,0.3225806451612903,0.4878048780487805
