Class,Precision,Recall,F1,Support
CVM-S1,0.015625,0.25,0.029411764705882353,4.0
CVM-S2,0.0,0.0,0.0,4.0
CVM-S3,0.16666666666666666,0.16666666666666666,0.16666666666666666,6.0
CVM-S4,0.2926829268292683,0.375,0.3287671232876712,32.0
CVM-S5,0.5,0.1016949152542373,0.16901408450704225,59.0
CVM-S6,0.0,0.0,0.0,21.0
