Class,TP,FP,FN,TN,Precision,Recall,F1
Permanent teeth,17,151,14,44,0.10119047619047619,0.5483870967741935,0.1708542713567839
Primary teeth,60,8,153,5,0.8823529411764706,0.28169014084507044,0.42704626334519574
