,precision,recall,f1-score,support
Grade_1,0.18181818181818182,1.0,0.3076923076923077,26.0
Grade_2,1.0,0.03571428571428571,0.06896551724137931,84.0
Grade_3,0.0,0.0,0.0,39.0
accuracy,0.19463087248322147,0.19463087248322147,0.19463087248322147,0.19463087248322147
macro avg,0.393939393939394,0.3452380952380953,0.12555260831122902,149.0
weighted avg,0.5954850518608908,0.19463087248322147,0.09257116408238833,149.0
