Class,Precision,Recall,F1,Support
Dental Caries,0.8679245283018868,0.46,0.6013071895424836,100.0
Gingivitis,0.8771929824561403,1.0,0.9345794392523364,100.0
Class III Malocclusion,0.9428571428571428,0.99,0.9658536585365853,100.0
Pulpitis,0.7105263157894737,0.81,0.7570093457943925,100.0
Tooth Loss,0.972972972972973,0.72,0.8275862068965517,100.0
Tooth Structure Loss,0.6,0.84,0.7,100.0
