Dental Caries,Gingivitis,Class III Malocclusion,Pulpitis,Tooth Loss,Tooth Structure Loss
44,2,5,19,2,28
0,100,0,0,0,0
0,1,98,0,0,0
0,2,0,84,0,14
1,6,3,8,74,8
3,0,0,8,2,87
