Class,Precision,Recall,F1,Support
Dental Caries,0.9166666666666666,0.44,0.5945945945945946,100.0
Gingivitis,0.9009009009009009,1.0,0.9478672985781991,100.0
Class III Malocclusion,0.9245283018867925,0.98989898989899,0.9560975609756097,99.0
Pulpitis,0.7058823529411765,0.84,0.7671232876712328,100.0
Tooth Loss,0.9487179487179487,0.74,0.8314606741573034,100.0
Tooth Structure Loss,0.635036496350365,0.87,0.7341772151898734,100.0
