Class,TP,FP,FN,TN,Precision,Recall,F1
Cavity,1,0,11,61,1.0,0.08333333333333333,0.15384615384615385
Fillings,47,3,10,13,0.94,0.8245614035087719,0.8785046728971962
Impacted Tooth,13,7,4,49,0.65,0.7647058823529411,0.7027027027027027
Implant,29,5,2,37,0.8529411764705882,0.9354838709677419,0.8923076923076924
