Class,TP,FP,FN,TN,Precision,Recall,F1
Cavity,5,17,7,44,0.22727272727272727,0.4166666666666667,0.29411764705882354
Fillings,54,16,3,0,0.7714285714285715,0.9473684210526315,0.8503937007874016
Impacted Tooth,15,40,2,16,0.2727272727272727,0.8823529411764706,0.4166666666666667
Implant,14,1,17,41,0.9333333333333333,0.45161290322580644,0.6086956521739131
