,precision,recall,f1-score,support
Grade_1,0.2857142857142857,0.8461538461538461,0.42718446601941745,26.0
Grade_2,0.6111111111111112,0.5238095238095238,0.5641025641025641,84.0
Grade_3,0.0,0.0,0.0,39.0
accuracy,0.4429530201342282,0.4429530201342282,0.4429530201342282,0.4429530201342282
macro avg,0.29894179894179895,0.45665445665445664,0.33042901004066055,149.0
weighted avg,0.3943751997443273,0.4429530201342282,0.3925598087323506,149.0
