,precision,recall,f1-score,support
Grade_1,0.0,0.0,0.0,26.0
Grade_2,0.5608108108108109,0.9880952380952381,0.7155172413793104,84.0
Grade_3,0.0,0.0,0.0,39.0
accuracy,0.5570469798657718,0.5570469798657718,0.5570469798657718,0.5570469798657718
macro avg,0.18693693693693694,0.32936507936507936,0.2385057471264368,149.0
weighted avg,0.31616179938327593,0.5570469798657718,0.4033788474890072,149.0
