Class,Precision,Recall,F1,Support
Dental Caries,0.19239904988123516,0.9418604651162791,0.31952662721893493,86.0
Gingivitis,0.0,0.0,0.0,91.0
Class III Malocclusion,0.0,0.0,0.0,3.0
Pulpitis,0.43333333333333335,0.1368421052631579,0.208,95.0
Tooth Loss,0.0,0.0,0.0,88.0
Tooth Structure Loss,0.0,0.0,0.0,96.0
