,precision,recall,f1-score,support
Grade_1,0.14285714285714285,0.07692307692307693,0.1,26.0
Grade_2,0.5522388059701493,0.8809523809523809,0.6788990825688074,84.0
Grade_3,0.0,0.0,0.0,39.0
accuracy,0.5100671140939598,0.5100671140939598,0.5100671140939598,0.5100671140939598
macro avg,0.23169864960909736,0.31929181929181927,0.25963302752293577,149.0
weighted avg,0.33625735178374666,0.5100671140939598,0.40018471768979746,149.0
