Class,Precision,Recall,F1,Support
Dental Caries,0.6470588235294118,0.22,0.3283582089552239,100.0
Gingivitis,0.9827586206896551,0.57,0.7215189873417721,100.0
Class III Malocclusion,0.825,0.99,0.9,100.0
Pulpitis,1.0,0.17,0.2905982905982906,100.0
Tooth Loss,0.3511450381679389,0.92,0.5082872928176796,100.0
Tooth Structure Loss,0.1559633027522936,0.17,0.16267942583732056,100.0
