Class,Precision,Recall,F1,Support
Dental Caries,0.19777777777777777,0.89,0.3236363636363636,100.0
Gingivitis,0.975609756097561,0.4,0.5673758865248227,100.0
Class III Malocclusion,1.0,0.08,0.14814814814814814,100.0
Pulpitis,0.39436619718309857,0.28,0.32748538011695905,100.0
Tooth Loss,0.6333333333333333,0.19,0.2923076923076923,100.0
Tooth Structure Loss,0.0,0.0,0.0,100.0
