Class,TP,FP,FN,TN,Precision,Recall,F1
Cavity,11,61,1,0,0.1527777777777778,0.9166666666666666,0.2619047619047619
Fillings,57,16,0,0,0.7808219178082192,1.0,0.8769230769230769
Impacted Tooth,17,53,0,3,0.24285714285714285,1.0,0.39080459770114945
Implant,25,37,6,5,0.4032258064516129,0.8064516129032258,0.5376344086021505
