,precision,recall,f1-score,support
Grade_1,0.22018348623853212,0.9230769230769231,0.35555555555555557,26.0
Grade_2,0.7,0.1686746987951807,0.27184466019417475,83.0
Grade_3,0.3684210526315789,0.1794871794871795,0.2413793103448276,39.0
accuracy,0.30405405405405406,0.30405405405405406,0.30405405405405406,0.30405405405405406
macro avg,0.429534846290037,0.42374626711976116,0.28959317536485263,148.0
weighted avg,0.5283323763164419,0.30405405405405406,0.27852259691898124,148.0
